country_code,wikipedia_pageviews,date
PT,173547,2023-04-01
RO,264594,2023-04-01
SE,612606,2023-04-01
SK,58997,2023-04-01
AT,489076,2023-04-02
BE,485822,2023-04-02
CH,264325,2023-04-02
DE,12075109,2023-04-02
DK,176263,2023-04-02
EE,31718,2023-04-02
ES,3129640,2023-04-02
FI,982271,2023-04-02
HU,452889,2023-04-02
IE,379106,2023-04-02
IT,6899362,2023-04-02
LT,44235,2023-04-02
LV,13773,2023-04-02
NO,138360,2023-04-02
PL,2841687,2023-04-02
PT,214885,2023-04-02
RO,334017,2023-04-02
SE,607668,2023-04-02
SK,89834,2023-04-02
AT,382831,2023-04-03
BE,298452,2023-04-03
CH,209256,2023-04-03
CZ,90,2023-04-03
DE,10727972,2023-04-03
DK,159793,2023-04-03
EE,29009,2023-04-03
ES,2541352,2023-04-03
FI,692271,2023-04-03
HU,313027,2023-04-03
IE,329063,2023-04-03
IT,5686059,2023-04-03
LT,49506,2023-04-03
LV,17640,2023-04-03
NO,210964,2023-04-03
PL,2181383,2023-04-03
PT,176057,2023-04-03
RO,334996,2023-04-03
SE,458009,2023-04-03
SK,70881,2023-04-03
AT,269332,2023-04-04
BE,233521,2023-04-04
CH,166878,2023-04-04
DE,9961890,2023-04-04
DK,144752,2023-04-04
EE,26142,2023-04-04
ES,2176093,2023-04-04
FI,557651,2023-04-04
HU,269205,2023-04-04
IE,269342,2023-04-04
IT,4995082,2023-04-04
LT,57343,2023-04-04
LV,18117,2023-04-04
NO,179835,2023-04-04
PL,2002055,2023-04-04
PT,131315,2023-04-04
RO,337298,2023-04-04
SE,442188,2023-04-04
SK,61616,2023-04-04
AT,226858,2023-04-05
BE,173059,2023-04-05
CH,140251,2023-04-05
DE,8178610,2023-04-05
DK,117419,2023-04-05
EE,24156,2023-04-05
ES,1634336,2023-04-05
FI,402906,2023-04-05
HU,203319,2023-04-05
IE,216715,2023-04-05
IT,4325742,2023-04-05
LT,43332,2023-04-05
LV,13831,2023-04-05
NO,129362,2023-04-05
PL,1473845,2023-04-05
PT,86363,2023-04-05
RO,238234,2023-04-05
SE,417390,2023-04-05
SK,40695,2023-04-05
AT,270960,2023-04-06
BE,179026,2023-04-06
CH,141920,2023-04-06
DE,9063595,2023-04-06
DK,141350,2023-04-06
EE,25709,2023-04-06
ES,2025949,2023-04-06
FI,372189,2023-04-06
HU,199985,2023-04-06
IE,201369,2023-04-06
IT,4355021,2023-04-06
LT,37363,2023-04-06
LV,11483,2023-04-06
NO,257874,2023-04-06
PL,1455866,2023-04-06
PT,78533,2023-04-06
RO,175364,2023-04-06
SE,433196,2023-04-06
SK,46594,2023-04-06
AT,311236,2023-04-07
BE,264307,2023-04-07
CH,214210,2023-04-07
DE,9931052,2023-04-07
DK,149022,2023-04-07
EE,25795,2023-04-07
ES,2242694,2023-04-07
FI,386080,2023-04-07
HU,311771,2023-04-07
IE,263839,2023-04-07
IT,4334479,2023-04-07
LT,21726,2023-04-07
LV,10724,2023-04-07
NO,195395,2023-04-07
PL,1558954,2023-04-07
PT,100361,2023-04-07
RO,162674,2023-04-07
SE,610289,2023-04-07
SK,74716,2023-04-07
AT,341194,2023-04-08
BE,210939,2023-04-08
CH,160745,2023-04-08
DE,7630871,2023-04-08
DK,158704,2023-04-08
EE,32779,2023-04-08
ES,2099872,2023-04-08
FI,370940,2023-04-08
HU,269453,2023-04-08
IE,271520,2023-04-08
IT,4819996,2023-04-08
LT,19883,2023-04-08
LV,8409,2023-04-08
NO,132230,2023-04-08
PL,1680233,2023-04-08
PT,89539,2023-04-08
RO,159125,2023-04-08
SE,667378,2023-04-08
SK,64276,2023-04-08
AT,408464,2023-04-09
BE,267797,2023-04-09
CH,246175,2023-04-09
CZ,91,2023-04-09
DE,9402559,2023-04-09
DK,190606,2023-04-09
EE,29085,2023-04-09
ES,2331870,2023-04-09
FI,535784,2023-04-09
HU,401499,2023-04-09
IE,359369,2023-04-09
IT,5617693,2023-04-09
LT,30434,2023-04-09
LV,12482,2023-04-09
NO,175544,2023-04-09
PL,2456391,2023-04-09
PT,142902,2023-04-09
RO,229498,2023-04-09
SE,552585,2023-04-09
SK,86261,2023-04-09
AT,373480,2023-04-10
BE,279310,2023-04-10
CH,222820,2023-04-10
CZ,90,2023-04-10
DE,9352876,2023-04-10
DK,148772,2023-04-10
EE,27317,2023-04-10
ES,2344937,2023-04-10
FI,419649,2023-04-10
HU,368158,2023-04-10
IE,316634,2023-04-10
IT,5412454,2023-04-10
LT,21606,2023-04-10
LV,11799,2023-04-10
NO,207087,2023-04-10
PL,2238037,2023-04-10
PT,124043,2023-04-10
RO,169954,2023-04-10
SE,482926,2023-04-10
SK,59912,2023-04-10
AT,311514,2023-04-11
BE,227020,2023-04-11
CH,187793,2023-04-11
DE,7871227,2023-04-11
DK,143665,2023-04-11
EE,27393,2023-04-11
ES,1948048,2023-04-11
FI,346493,2023-04-11
HU,255901,2023-04-11
IE,253283,2023-04-11
IT,5405876,2023-04-11
LT,18186,2023-04-11
LV,12856,2023-04-11
NO,128435,2023-04-11
PL,1678638,2023-04-11
PT,116809,2023-04-11
RO,179356,2023-04-11
SE,421113,2023-04-11
SK,48829,2023-04-11
AT,259877,2023-04-12
BE,223452,2023-04-12
CH,163692,2023-04-12
DE,7701207,2023-04-12
DK,139013,2023-04-12
EE,27328,2023-04-12
ES,2014947,2023-04-12
FI,339519,2023-04-12
HU,214346,2023-04-12
IE,271551,2023-04-12
IT,5196942,2023-04-12
LT,21754,2023-04-12
LV,14560,2023-04-12
NO,123108,2023-04-12
PL,1622006,2023-04-12
PT,110446,2023-04-12
RO,172128,2023-04-12
SE,403706,2023-04-12
SK,48055,2023-04-12
AT,493790,2023-04-13
BE,200476,2023-04-13
CH,149984,2023-04-13
DE,10192385,2023-04-13
DK,120814,2023-04-13
EE,36040,2023-04-13
ES,1928609,2023-04-13
FI,373729,2023-04-13
HU,209710,2023-04-13
IE,278369,2023-04-13
IT,5372543,2023-04-13
LT,21787,2023-04-13
LV,13208,2023-04-13
NO,116627,2023-04-13
PL,1956765,2023-04-13
PT,117804,2023-04-13
RO,158558,2023-04-13
SE,460333,2023-04-13
SK,52106,2023-04-13
AT,306187,2023-04-14
BE,223936,2023-04-14
CH,165160,2023-04-14
DE,8986462,2023-04-14
DK,133261,2023-04-14
EE,31327,2023-04-14
ES,1885301,2023-04-14
FI,344183,2023-04-14
HU,214378,2023-04-14
IE,324538,2023-04-14
IT,4853877,2023-04-14
LT,26228,2023-04-14
LV,11697,2023-04-14
NO,114047,2023-04-14
PL,1817649,2023-04-14
PT,102831,2023-04-14
RO,171985,2023-04-14
SE,590521,2023-04-14
SK,45158,2023-04-14
AT,338637,2023-04-15
BE,206286,2023-04-15
CH,198668,2023-04-15
DE,9558653,2023-04-15
DK,140075,2023-04-15
EE,25966,2023-04-15
ES,1835599,2023-04-15
FI,312129,2023-04-15
HU,240104,2023-04-15
IE,299517,2023-04-15
IT,5386570,2023-04-15
LT,21130,2023-04-15
LV,8936,2023-04-15
NO,151669,2023-04-15
PL,2092019,2023-04-15
PT,98029,2023-04-15
RO,211680,2023-04-15
SE,592795,2023-04-15
SK,51939,2023-04-15
AT,381458,2023-04-16
BE,248411,2023-04-16
CH,222165,2023-04-16
DE,12157489,2023-04-16
DK,180122,2023-04-16
EE,26082,2023-04-16
ES,2232731,2023-04-16
FI,338551,2023-04-16
HU,303454,2023-04-16
IE,264807,2023-04-16
IT,6159942,2023-04-16
LT,24440,2023-04-16
LV,16712,2023-04-16
NO,130411,2023-04-16
PL,2021681,2023-04-16
PT,101606,2023-04-16
RO,248281,2023-04-16
SE,465676,2023-04-16
SK,59247,2023-04-16
AT,306159,2023-04-17
BE,210945,2023-04-17
CH,203869,2023-04-17
DE,10396047,2023-04-17
DK,151872,2023-04-17
EE,27667,2023-04-17
ES,1918802,2023-04-17
FI,311003,2023-04-17
HU,223630,2023-04-17
IE,231793,2023-04-17
IT,5261639,2023-04-17
LT,26797,2023-04-17
LV,21629,2023-04-17
NO,103134,2023-04-17
PL,2395290,2023-04-17
PT,110841,2023-04-17
RO,241976,2023-04-17
SE,363955,2023-04-17
SK,50169,2023-04-17
AT,286192,2023-04-18
BE,196555,2023-04-18
CH,143859,2023-04-18
DE,8194228,2023-04-18
DK,127663,2023-04-18
EE,29697,2023-04-18
ES,1972287,2023-04-18
FI,291922,2023-04-18
HU,236794,2023-04-18
IE,215204,2023-04-18
IT,4782738,2023-04-18
LT,38310,2023-04-18
LV,18174,2023-04-18
NO,85526,2023-04-18
PL,2738550,2023-04-18
PT,99886,2023-04-18
RO,231055,2023-04-18
SE,314704,2023-04-18
SK,46627,2023-04-18
AT,291829,2023-04-19
BE,250921,2023-04-19
CH,160228,2023-04-19
DE,8881732,2023-04-19
DK,137706,2023-04-19
EE,40835,2023-04-19
ES,2378123,2023-04-19
FI,315359,2023-04-19
HU,281821,2023-04-19
IE,249168,2023-04-19
IT,5271143,2023-04-19
LT,37406,2023-04-19
LV,13459,2023-04-19
NO,94878,2023-04-19
PL,2516080,2023-04-19
PT,154483,2023-04-19
RO,309090,2023-04-19
SE,377390,2023-04-19
SK,61585,2023-04-19
AT,310230,2023-04-20
BE,343654,2023-04-20
CH,205676,2023-04-20
DE,8702870,2023-04-20
DK,151064,2023-04-20
EE,28270,2023-04-20
ES,2895969,2023-04-20
FI,342147,2023-04-20
HU,279703,2023-04-20
IE,236958,2023-04-20
IT,5956147,2023-04-20
LT,44437,2023-04-20
LV,13418,2023-04-20
NO,104113,2023-04-20
PL,2053115,2023-04-20
PT,201007,2023-04-20
RO,363453,2023-04-20
SE,437183,2023-04-20
SK,65636,2023-04-20
AT,300388,2023-04-21
BE,458120,2023-04-21
CH,182618,2023-04-21
DE,7834206,2023-04-21
DK,128179,2023-04-21
EE,23193,2023-04-21
ES,2945436,2023-04-21
FI,357906,2023-04-21
HU,237545,2023-04-21
IE,279697,2023-04-21
IT,5607210,2023-04-21
LT,29903,2023-04-21
LV,10906,2023-04-21
NO,113701,2023-04-21
PL,1740323,2023-04-21
PT,198529,2023-04-21
RO,290123,2023-04-21
SE,497406,2023-04-21
SK,50808,2023-04-21
AT,297683,2023-04-22
BE,457754,2023-04-22
CH,185336,2023-04-22
DE,7790288,2023-04-22
DK,149378,2023-04-22
EE,23553,2023-04-22
ES,2986478,2023-04-22
FI,392656,2023-04-22
HU,265054,2023-04-22
IE,361666,2023-04-22
IT,5705578,2023-04-22
LT,34915,2023-04-22
LV,9431,2023-04-22
NO,116477,2023-04-22
PL,1976667,2023-04-22
PT,222236,2023-04-22
RO,254992,2023-04-22
SE,545531,2023-04-22
SK,82130,2023-04-22
AT,468238,2023-04-23
BE,489956,2023-04-23
CH,239412,2023-04-23
DE,9962058,2023-04-23
DK,201630,2023-04-23
EE,29376,2023-04-23
ES,3566873,2023-04-23
FI,418678,2023-04-23
HU,326589,2023-04-23
IE,381367,2023-04-23
IT,6928371,2023-04-23
LT,35756,2023-04-23
LV,19962,2023-04-23
NO,143285,2023-04-23
PL,2540278,2023-04-23
PT,241575,2023-04-23
RO,302988,2023-04-23
SE,590289,2023-04-23
SK,76591,2023-04-23
AT,428499,2023-04-24
BE,358557,2023-04-24
CH,204787,2023-04-24
DE,9329839,2023-04-24
DK,160609,2023-04-24
EE,22846,2023-04-24
ES,3150931,2023-04-24
FI,336028,2023-04-24
HU,325108,2023-04-24
IE,340369,2023-04-24
IT,6707729,2023-04-24
LT,48797,2023-04-24
LV,12613,2023-04-24
NO,118458,2023-04-24
PL,2369208,2023-04-24
PT,239627,2023-04-24
RO,282775,2023-04-24
SE,532653,2023-04-24
SK,72079,2023-04-24
AT,372313,2023-04-25
BE,354505,2023-04-25
CH,212199,2023-04-25
DE,9186697,2023-04-25
DK,184743,2023-04-25
EE,25577,2023-04-25
ES,2928535,2023-04-25
FI,357054,2023-04-25
HU,321083,2023-04-25
IE,293103,2023-04-25
IT,8014042,2023-04-25
LT,49522,2023-04-25
LV,13754,2023-04-25
NO,125663,2023-04-25
PL,2263379,2023-04-25
PT,356193,2023-04-25
RO,307301,2023-04-25
SE,478972,2023-04-25
SK,76891,2023-04-25
AT,310766,2023-04-26
BE,348178,2023-04-26
CH,190892,2023-04-26
CZ,90,2023-04-26
DE,8399981,2023-04-26
DK,190667,2023-04-26
EE,26838,2023-04-26
ES,2810080,2023-04-26
FI,347517,2023-04-26
HU,289282,2023-04-26
IE,262107,2023-04-26
IT,6022115,2023-04-26
LT,56934,2023-04-26
LV,15270,2023-04-26
NO,136793,2023-04-26
PL,2249918,2023-04-26
PT,219696,2023-04-26
RO,299820,2023-04-26
SE,467108,2023-04-26
SK,70987,2023-04-26
AT,300829,2023-04-27
BE,323374,2023-04-27
CH,191631,2023-04-27
DE,7811878,2023-04-27
DK,157941,2023-04-27
EE,24228,2023-04-27
ES,2696996,2023-04-27
FI,421094,2023-04-27
HU,278742,2023-04-27
IE,276835,2023-04-27
IT,5864541,2023-04-27
LT,47321,2023-04-27
LV,13847,2023-04-27
NO,116846,2023-04-27
PL,2054645,2023-04-27
PT,179971,2023-04-27
RO,254802,2023-04-27
SE,461864,2023-04-27
SK,57922,2023-04-27
AT,338735,2023-04-28
BE,393239,2023-04-28
CH,189929,2023-04-28
DE,8385817,2023-04-28
DK,198578,2023-04-28
EE,21209,2023-04-28
ES,2661446,2023-04-28
FI,426192,2023-04-28
HU,306970,2023-04-28
IE,288132,2023-04-28
IT,5738998,2023-04-28
LT,40099,2023-04-28
LV,14665,2023-04-28
NO,139199,2023-04-28
PL,1673778,2023-04-28
PT,174672,2023-04-28
RO,222663,2023-04-28
SE,638863,2023-04-28
SK,59563,2023-04-28
AT,325438,2023-04-29
BE,388961,2023-04-29
CH,176726,2023-04-29
DE,8277689,2023-04-29
DK,180575,2023-04-29
EE,23316,2023-04-29
ES,2809109,2023-04-29
FI,421100,2023-04-29
HU,418423,2023-04-29
IE,312482,2023-04-29
IT,6220062,2023-04-29
LT,30523,2023-04-29
LV,9336,2023-04-29
NO,136391,2023-04-29
PL,1848758,2023-04-29
PT,172639,2023-04-29
RO,216252,2023-04-29
SE,635763,2023-04-29
SK,63118,2023-04-29
AT,461235,2023-04-30
BE,495900,2023-04-30
CH,304855,2023-04-30
DE,9066801,2023-04-30
DK,202475,2023-04-30
EE,33446,2023-04-30
ES,3401390,2023-04-30
FI,504710,2023-04-30
HU,547739,2023-04-30
IE,378686,2023-04-30
IT,8186183,2023-04-30
LT,43019,2023-04-30
LV,13303,2023-04-30
NO,161787,2023-04-30
PL,2229128,2023-04-30
PT,229746,2023-04-30
RO,266307,2023-04-30
SE,567245,2023-04-30
SK,76465,2023-04-30
AT,442971,2023-05-01
BE,469550,2023-05-01
CH,277148,2023-05-01
CZ,91,2023-05-01
DE,9890272,2023-05-01
DK,157304,2023-05-01
EE,31451,2023-05-01
ES,3732431,2023-05-01
FI,448283,2023-05-01
HU,424970,2023-05-01
IE,359688,2023-05-01
IT,8833915,2023-05-01
LT,48842,2023-05-01
LV,17603,2023-05-01
NO,168877,2023-05-01
PL,2107034,2023-05-01
PT,285121,2023-05-01
RO,286606,2023-05-01
SE,714276,2023-05-01
SK,72808,2023-05-01
AT,370664,2023-05-02
BE,377315,2023-05-02
CH,180600,2023-05-02
DE,8520076,2023-05-02
DK,162928,2023-05-02
EE,31674,2023-05-02
ES,3103505,2023-05-02
FI,402079,2023-05-02
HU,298908,2023-05-02
IE,305560,2023-05-02
IT,6483842,2023-05-02
LT,61445,2023-05-02
LV,22396,2023-05-02
NO,126624,2023-05-02
PL,2536463,2023-05-02
PT,227659,2023-05-02
RO,357286,2023-05-02
SE,468672,2023-05-02
SK,59501,2023-05-02
AT,333314,2023-05-03
BE,330010,2023-05-03
CH,158385,2023-05-03
DE,7766855,2023-05-03
DK,145150,2023-05-03
EE,24192,2023-05-03
ES,2983024,2023-05-03
FI,356285,2023-05-03
HU,307598,2023-05-03
IE,280991,2023-05-03
IT,6074091,2023-05-03
LT,66426,2023-05-03
LV,19883,2023-05-03
NO,122579,2023-05-03
PL,3164810,2023-05-03
PT,249565,2023-05-03
RO,370637,2023-05-03
SE,438311,2023-05-03
SK,71937,2023-05-03
AT,277845,2023-05-04
BE,312934,2023-05-04
CH,145340,2023-05-04
DE,7290643,2023-05-04
DK,148825,2023-05-04
EE,23763,2023-05-04
ES,2935863,2023-05-04
FI,359230,2023-05-04
HU,259695,2023-05-04
IE,297423,2023-05-04
IT,5914470,2023-05-04
LT,48877,2023-05-04
LV,18443,2023-05-04
NO,138483,2023-05-04
PL,2054935,2023-05-04
PT,218406,2023-05-04
RO,387267,2023-05-04
SE,470692,2023-05-04
SK,58624,2023-05-04
AT,287816,2023-05-05
BE,363404,2023-05-05
CH,180534,2023-05-05
CZ,92,2023-05-05
DE,8320635,2023-05-05
DK,196125,2023-05-05
EE,21188,2023-05-05
ES,2954284,2023-05-05
FI,431110,2023-05-05
HU,222063,2023-05-05
IE,332651,2023-05-05
IT,5937818,2023-05-05
LT,38840,2023-05-05
LV,13111,2023-05-05
NO,144357,2023-05-05
PL,2207885,2023-05-05
PT,210526,2023-05-05
RO,294013,2023-05-05
SE,624797,2023-05-05
SK,51056,2023-05-05
AT,443085,2023-05-06
BE,543947,2023-05-06
CH,290022,2023-05-06
CZ,94,2023-05-06
DE,9284385,2023-05-06
DK,326667,2023-05-06
EE,38527,2023-05-06
ES,3738835,2023-05-06
FI,736079,2023-05-06
HU,414219,2023-05-06
IE,450021,2023-05-06
IT,7254329,2023-05-06
LT,68492,2023-05-06
LV,24361,2023-05-06
NO,237614,2023-05-06
PL,3985005,2023-05-06
PT,348703,2023-05-06
RO,451540,2023-05-06
SE,836999,2023-05-06
SK,169488,2023-05-06
AT,468524,2023-05-07
BE,559389,2023-05-07
CH,333665,2023-05-07
DE,10151120,2023-05-07
DK,196812,2023-05-07
EE,27825,2023-05-07
ES,3831889,2023-05-07
FI,507306,2023-05-07
HU,500693,2023-05-07
IE,482901,2023-05-07
IT,7911290,2023-05-07
LT,62181,2023-05-07
LV,20046,2023-05-07
NO,205606,2023-05-07
PL,3631680,2023-05-07
PT,283543,2023-05-07
RO,431881,2023-05-07
SE,583930,2023-05-07
SK,148508,2023-05-07
AT,368154,2023-05-08
BE,412616,2023-05-08
CH,239292,2023-05-08
DE,9195493,2023-05-08
DK,173666,2023-05-08
EE,27046,2023-05-08
ES,3107046,2023-05-08
FI,409733,2023-05-08
HU,331152,2023-05-08
IE,360915,2023-05-08
IT,7019438,2023-05-08
LT,60948,2023-05-08
LV,26076,2023-05-08
NO,174189,2023-05-08
PL,2324660,2023-05-08
PT,219258,2023-05-08
RO,473342,2023-05-08
SE,477973,2023-05-08
SK,114875,2023-05-08
AT,319511,2023-05-09
BE,508272,2023-05-09
CH,239327,2023-05-09
DE,8339191,2023-05-09
DK,176154,2023-05-09
EE,35541,2023-05-09
ES,3012262,2023-05-09
FI,565319,2023-05-09
HU,373845,2023-05-09
IE,365802,2023-05-09
IT,6846143,2023-05-09
LT,75805,2023-05-09
LV,33003,2023-05-09
NO,188559,2023-05-09
PL,2287940,2023-05-09
PT,293538,2023-05-09
RO,463305,2023-05-09
SE,527349,2023-05-09
SK,86239,2023-05-09
AT,344377,2023-05-10
BE,424742,2023-05-10
CH,220543,2023-05-10
DE,8764755,2023-05-10
DK,183878,2023-05-10
EE,41566,2023-05-10
ES,3117681,2023-05-10
FI,467987,2023-05-10
HU,365627,2023-05-10
IE,379306,2023-05-10
IT,7178525,2023-05-10
LT,85655,2023-05-10
LV,21885,2023-05-10
NO,151990,2023-05-10
PL,2369734,2023-05-10
PT,241611,2023-05-10
RO,410218,2023-05-10
SE,471024,2023-05-10
SK,76232,2023-05-10
AT,345812,2023-05-11
BE,415571,2023-05-11
CH,208171,2023-05-11
DE,8586041,2023-05-11
DK,163384,2023-05-11
EE,31037,2023-05-11
ES,3191629,2023-05-11
FI,465251,2023-05-11
HU,289596,2023-05-11
IE,306042,2023-05-11
IT,6737667,2023-05-11
LT,80277,2023-05-11
LV,30260,2023-05-11
NO,160535,2023-05-11
PL,2326839,2023-05-11
PT,210094,2023-05-11
RO,368324,2023-05-11
SE,519539,2023-05-11
SK,66860,2023-05-11
AT,378665,2023-05-12
BE,397413,2023-05-12
CH,203182,2023-05-12
DE,11233278,2023-05-12
DK,149811,2023-05-12
EE,23838,2023-05-12
ES,2964858,2023-05-12
FI,482530,2023-05-12
HU,296846,2023-05-12
IE,408822,2023-05-12
IT,6297698,2023-05-12
LT,47693,2023-05-12
LV,26699,2023-05-12
NO,157824,2023-05-12
PL,2071197,2023-05-12
PT,187352,2023-05-12
RO,298540,2023-05-12
SE,617009,2023-05-12
SK,83953,2023-05-12
AT,472028,2023-05-13
BE,563681,2023-05-13
CH,278728,2023-05-13
CZ,96,2023-05-13
DE,9229749,2023-05-13
DK,233211,2023-05-13
EE,49113,2023-05-13
ES,3695306,2023-05-13
FI,971855,2023-05-13
HU,329033,2023-05-13
IE,471104,2023-05-13
IT,7289096,2023-05-13
LT,97875,2023-05-13
LV,24394,2023-05-13
NO,390993,2023-05-13
PL,2525373,2023-05-13
PT,350170,2023-05-13
RO,277552,2023-05-13
SE,1043334,2023-05-13
SK,109002,2023-05-13
AT,595475,2023-05-14
BE,638771,2023-05-14
CH,344754,2023-05-14
CZ,90,2023-05-14
DE,10024249,2023-05-14
DK,219911,2023-05-14
EE,50644,2023-05-14
ES,4067069,2023-05-14
FI,758361,2023-05-14
HU,465789,2023-05-14
IE,477445,2023-05-14
IT,8440099,2023-05-14
LT,104550,2023-05-14
LV,28122,2023-05-14
NO,241807,2023-05-14
PL,3083138,2023-05-14
PT,340615,2023-05-14
RO,411213,2023-05-14
SE,844996,2023-05-14
SK,117646,2023-05-14
AT,360151,2023-05-15
BE,435940,2023-05-15
CH,243008,2023-05-15
DE,8752093,2023-05-15
DK,162933,2023-05-15
EE,26164,2023-05-15
ES,3197232,2023-05-15
FI,501027,2023-05-15
HU,330052,2023-05-15
IE,308676,2023-05-15
IT,6621209,2023-05-15
LT,67051,2023-05-15
LV,36855,2023-05-15
NO,132631,2023-05-15
PL,2553097,2023-05-15
PT,233187,2023-05-15
RO,423205,2023-05-15
SE,551128,2023-05-15
SK,115379,2023-05-15
AT,342187,2023-05-16
BE,394659,2023-05-16
CH,228442,2023-05-16
CZ,93,2023-05-16
DE,8519179,2023-05-16
DK,173623,2023-05-16
EE,29844,2023-05-16
ES,2963919,2023-05-16
FI,425983,2023-05-16
HU,338280,2023-05-16
IE,268666,2023-05-16
IT,6707485,2023-05-16
LT,56841,2023-05-16
LV,26344,2023-05-16
NO,137140,2023-05-16
PL,2339411,2023-05-16
PT,209110,2023-05-16
RO,390709,2023-05-16
SE,487236,2023-05-16
SK,104098,2023-05-16
AT,351344,2023-05-17
BE,393203,2023-05-17
CH,238098,2023-05-17
DE,8291841,2023-05-17
DK,175403,2023-05-17
EE,23066,2023-05-17
ES,3156211,2023-05-17
FI,427144,2023-05-17
HU,331202,2023-05-17
IE,282557,2023-05-17
IT,6913195,2023-05-17
LT,59272,2023-05-17
LV,27022,2023-05-17
NO,254578,2023-05-17
PL,2507544,2023-05-17
PT,252541,2023-05-17
RO,402320,2023-05-17
SE,562713,2023-05-17
SK,99327,2023-05-17
AT,485538,2023-05-18
BE,381545,2023-05-18
CH,304626,2023-05-18
CZ,90,2023-05-18
DE,8469459,2023-05-18
DK,162805,2023-05-18
EE,24531,2023-05-18
ES,2945345,2023-05-18
FI,439521,2023-05-18
HU,313185,2023-05-18
IE,274903,2023-05-18
IT,6546414,2023-05-18
LT,44721,2023-05-18
LV,20928,2023-05-18
NO,143954,2023-05-18
PL,2327174,2023-05-18
PT,239754,2023-05-18
RO,373140,2023-05-18
SE,581562,2023-05-18
SK,102239,2023-05-18
AT,325383,2023-05-19
BE,336704,2023-05-19
CH,198409,2023-05-19
DE,7960706,2023-05-19
DK,159819,2023-05-19
EE,31141,2023-05-19
ES,3123179,2023-05-19
FI,393169,2023-05-19
HU,234701,2023-05-19
IE,330006,2023-05-19
IT,6596491,2023-05-19
LT,48752,2023-05-19
LV,19836,2023-05-19
NO,144880,2023-05-19
PL,2262318,2023-05-19
PT,228749,2023-05-19
RO,271089,2023-05-19
SE,2317197,2023-05-19
SK,78716,2023-05-19
AT,321092,2023-05-20
BE,361090,2023-05-20
CH,220607,2023-05-20
DE,8192163,2023-05-20
DK,154353,2023-05-20
EE,18828,2023-05-20
ES,3240937,2023-05-20
FI,403529,2023-05-20
HU,283601,2023-05-20
IE,457299,2023-05-20
IT,7490588,2023-05-20
LT,23809,2023-05-20
LV,26100,2023-05-20
NO,174393,2023-05-20
PL,2005040,2023-05-20
PT,225722,2023-05-20
RO,217671,2023-05-20
SE,2467941,2023-05-20
SK,56285,2023-05-20
AT,340217,2023-05-21
BE,451055,2023-05-21
CH,253987,2023-05-21
DE,8922624,2023-05-21
DK,192231,2023-05-21
EE,27175,2023-05-21
ES,3896894,2023-05-21
FI,425742,2023-05-21
HU,398597,2023-05-21
IE,425887,2023-05-21
IT,8119679,2023-05-21
LT,81032,2023-05-21
LV,20559,2023-05-21
NO,170758,2023-05-21
PL,2382801,2023-05-21
PT,308430,2023-05-21
RO,306023,2023-05-21
SE,873308,2023-05-21
SK,98282,2023-05-21
AT,316033,2023-05-22
BE,393999,2023-05-22
CH,202793,2023-05-22
DE,8347884,2023-05-22
DK,174598,2023-05-22
EE,26813,2023-05-22
ES,3229867,2023-05-22
FI,371276,2023-05-22
HU,305246,2023-05-22
IE,312308,2023-05-22
IT,6665981,2023-05-22
LT,84689,2023-05-22
LV,22182,2023-05-22
NO,136498,2023-05-22
PL,1982846,2023-05-22
PT,255456,2023-05-22
RO,281001,2023-05-22
SE,445936,2023-05-22
SK,73203,2023-05-22
AT,352441,2023-05-23
BE,378273,2023-05-23
CH,205763,2023-05-23
DE,8720001,2023-05-23
DK,163704,2023-05-23
EE,25026,2023-05-23
ES,3170650,2023-05-23
FI,366416,2023-05-23
HU,271885,2023-05-23
IE,281228,2023-05-23
IT,6558892,2023-05-23
LT,93316,2023-05-23
LV,42989,2023-05-23
NO,152682,2023-05-23
PL,1968834,2023-05-23
PT,237651,2023-05-23
RO,246551,2023-05-23
SE,878885,2023-05-23
SK,105926,2023-05-23
AT,385137,2023-05-24
BE,397613,2023-05-24
CH,246001,2023-05-24
CZ,90,2023-05-24
DE,9046589,2023-05-24
DK,169807,2023-05-24
EE,23395,2023-05-24
ES,3184553,2023-05-24
FI,324626,2023-05-24
HU,307842,2023-05-24
IE,293356,2023-05-24
IT,6759509,2023-05-24
LT,62439,2023-05-24
LV,29650,2023-05-24
NO,229237,2023-05-24
PL,2390727,2023-05-24
PT,275372,2023-05-24
RO,278841,2023-05-24
SE,2383602,2023-05-24
SK,213647,2023-05-24
AT,329707,2023-05-25
BE,328033,2023-05-25
CH,265601,2023-05-25
DE,7530769,2023-05-25
DK,144567,2023-05-25
EE,26163,2023-05-25
ES,2448731,2023-05-25
FI,348182,2023-05-25
HU,325082,2023-05-25
IE,219883,2023-05-25
IT,5299171,2023-05-25
LT,49004,2023-05-25
LV,51278,2023-05-25
NO,165436,2023-05-25
PL,1811836,2023-05-25
PT,175396,2023-05-25
RO,243170,2023-05-25
SE,496190,2023-05-25
SK,91572,2023-05-25
AT,254815,2023-05-26
BE,271272,2023-05-26
CH,179622,2023-05-26
DE,6749878,2023-05-26
DK,122627,2023-05-26
EE,19763,2023-05-26
ES,2113936,2023-05-26
FI,284364,2023-05-26
HU,349705,2023-05-26
IE,212110,2023-05-26
IT,4605881,2023-05-26
LT,32931,2023-05-26
LV,36988,2023-05-26
NO,145479,2023-05-26
PL,1555336,2023-05-26
PT,146076,2023-05-26
